"","Izq","Der","longitud","exito"
"1",0.278135660046293,0.286558553632796,0.00842289358650311,1
"2",0.278925140836901,0.287002658663418,0.00807751782651678,1
"3",0.279009578218078,0.287001410977957,0.00799183275987941,1
"4",0.27636206797962,0.284279729561029,0.00791766158140916,1
"5",0.275871659947745,0.284055270382516,0.00818361043477117,1
"6",0.279785029615826,0.288144244808092,0.00835921519226657,1
"7",0.275011967855303,0.283274200647084,0.00826223279178112,1
"8",0.277674941647081,0.286392031459596,0.00871708981251501,1
"9",0.276506291150695,0.284846140742594,0.00833984959189837,1
"10",0.275250188794104,0.28358300356111,0.00833281476700609,1
"11",0.277207915288805,0.285229412057293,0.00802149676848735,1
"12",0.278176083972758,0.286338373531132,0.00816228955837356,1
"13",0.278147328989509,0.286332488837912,0.00818515984840273,1
"14",0.278747115398434,0.286687153987712,0.00794003858927889,1
"15",0.276850229271877,0.285147845570155,0.0082976162982788,1
"16",0.277306910990938,0.285364573939434,0.00805766294849536,1
"17",0.276339135780426,0.284177254527101,0.00783811874667484,1
"18",0.279881021235312,0.288175824043139,0.00829480280782652,1
"19",0.27651341804909,0.284468892426615,0.00795547437752492,1
"20",0.275559266787434,0.283259819677401,0.00770055288996724,1
"21",0.277574304231725,0.286094393627473,0.00852008939574855,1
"22",0.276440846806453,0.284198892553638,0.00775804574718447,1
"23",0.277220638891426,0.285235096137558,0.00801445724613237,1
"24",0.278686503459068,0.286815266268892,0.00812876280982322,1
"25",0.2748952266094,0.282851674243305,0.00795644763390568,1
"26",0.276540916179503,0.284238968138937,0.00769805195943413,1
"27",0.275448889050315,0.2836262394504,0.00817735040008488,1
"28",0.279223973017703,0.287136162898148,0.00791218988044556,1
"29",0.277697116367232,0.285590190148613,0.00789307378138154,1
"30",0.277671629020022,0.285806878874173,0.00813524985415109,1
"31",0.277306370806234,0.285654222410696,0.00834785160446194,1
"32",0.276686287530613,0.28460910398319,0.00792281645257764,1
"33",0.277281504956258,0.285334574733654,0.008053069777396,1
"34",0.278237164989277,0.286263450601586,0.00802628561230956,1
"35",0.274313329593061,0.28221963103604,0.00790630144297833,1
"36",0.277304856352047,0.285213915515402,0.00790905916335477,1
"37",0.276374879897378,0.284322896603288,0.00794801670590983,1
"38",0.276684330504196,0.285039598162244,0.00835526765804839,1
"39",0.27484079210758,0.28278462233532,0.00794383022774037,1
"40",0.277082144494922,0.284975139867863,0.00789299537294091,1
"41",0.275230663527054,0.283100323977253,0.00786966045019921,1
"42",0.275647593634577,0.283496526043276,0.00784893240869877,1
"43",0.273991763271035,0.282110024380627,0.00811826110959202,1
"44",0.274670976487283,0.282685475779476,0.00801449929219328,1
"45",0.276506140715938,0.284730759647888,0.00822461893194915,1
"46",0.276304411289156,0.283765150735798,0.00746073944664222,1
"47",0.276135329378775,0.284247254531668,0.00811192515289333,1
"48",0.279047429826968,0.287167434023838,0.00812000419687048,1
"49",0.276844975712611,0.285120471562019,0.0082754958494079,1
"50",0.276686891909087,0.284836153631852,0.00814926172276464,1
"51",0.279964384597723,0.288186866004248,0.0082224814065251,1
"52",0.276896454285493,0.284609703153614,0.00771324886812091,1
"53",0.276745686673975,0.285173455971396,0.00842776929742156,1
"54",0.276153339589688,0.28449195085347,0.0083386112637811,1
"55",0.276961932218213,0.285263035043361,0.00830110282514762,1
"56",0.278694738080505,0.28667210370552,0.00797736562501478,1
"57",0.275726102670604,0.283813504753429,0.00808740208282455,1
"58",0.27599540459467,0.283821950578021,0.00782654598335125,1
"59",0.275912385507811,0.284122130217251,0.00820974470943991,1
"60",0.279965493234658,0.288150689280521,0.00818519604586282,1
"61",0.275620217844696,0.283712819200112,0.00809260135541612,1
"62",0.277812369321356,0.285800352782374,0.0079879834610182,1
"63",0.276088412884237,0.283999635378214,0.00791122249397735,1
"64",0.275751833896781,0.283738601434335,0.00798676753755406,1
"65",0.278735145967457,0.286878123216533,0.00814297724907614,1
"66",0.277611953789003,0.285304126266382,0.00769217247737974,1
"67",0.275984653008904,0.284248812441354,0.00826415943245018,1
"68",0.278388314503944,0.286458370158553,0.00807005565460922,1
"69",0.27389552153324,0.281528597341577,0.00763307580833639,1
"70",0.283925232910328,0.292405721369829,0.00848048845950078,0
"71",0.277148729057602,0.284751976517449,0.00760324745984697,1
"72",0.274631652706089,0.282495451904537,0.00786379919844832,1
"73",0.274791877979755,0.282456724027968,0.00766484604821316,1
"74",0.275762803118176,0.283814609120787,0.00805180600261113,1
"75",0.27631661335535,0.284179678611008,0.007863065255658,1
"76",0.27583677655319,0.283710353048367,0.00787357649517723,1
"77",0.273152157393574,0.28075078375997,0.00759862636639624,0
"78",0.279535447531374,0.287781975416998,0.00824652788562336,1
"79",0.276788693638078,0.284934745937852,0.0081460522997735,1
"80",0.277385784099368,0.285440699650519,0.00805491555115107,1
"81",0.277935816031101,0.286387288164178,0.00845147213307718,1
"82",0.275873035028816,0.283819948423187,0.00794691339437076,1
"83",0.277991379513175,0.285927890419784,0.0079365109066088,1
"84",0.276275913946637,0.28398580590223,0.0077098919555928,1
"85",0.279220726694031,0.287423644238568,0.00820291754453761,1
"86",0.281648191350924,0.290229015822345,0.00858082447142117,0
"87",0.275543115513064,0.283964246789564,0.00842113127650018,1
"88",0.273905247320307,0.281628176006359,0.00772292868605179,1
"89",0.277784281795697,0.285772341506059,0.00798805971036243,1
"90",0.276458816510186,0.284363804656792,0.00790498814660606,1
"91",0.275992247443146,0.283739265484838,0.00774701804169181,1
"92",0.276461936395862,0.284733312691207,0.00827137629534502,1
"93",0.275010209723272,0.282783998118694,0.00777378839542203,1
"94",0.276066020140576,0.284245647139538,0.00817962699896235,1
"95",0.277701504855149,0.286225494681612,0.00852398982646257,1
"96",0.278238726912577,0.28636779771661,0.00812907080403336,1
"97",0.278104614648385,0.286297764574562,0.00819314992617781,1
"98",0.277762625806387,0.286074102597255,0.00831147679086791,1
"99",0.274964255289318,0.283126258708512,0.00816200341919426,1
"100",0.278911889687029,0.286714728170654,0.00780283848362506,1
